OBJECTID,Join_Count,TARGET_FID,JOIN_FID,COUNT_,SUM_Acres_Restored,CODE,Project_Number,Project_Name,Treatment_ID,Year_Start,Year_End,COMPLETION_DATE,longitude,latitude,State,County,Database_,Site_Name,Refuge_Name,FS_UNIT_NAME,Acres_Restored,Activity,Management_Type,Subcategory,Treatment,Project_Description,Landowner_type,Lead_Organization,Federal_Project_Partner,non_federal_partners,PARTNER_NAME,Species_mentioned,Plant_species,AFFECTED_Z,Notes,DFP_Notes,Shape__Area,Shape__Length
1257,1,441,1898,73,1159,PADUS1283,,,,2011,,,-122.91504417,48.57087266,WA,,PADUS,SHAW,,,10,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1258,1,441,1902,73,1159,PADUS1287,,,,2011,,,-122.91311268,48.57723733,WA,,PADUS,SHAW,,,7,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1259,1,441,1904,73,1159,PADUS1289,,,,2011,,,-122.92147701,48.58444905,WA,,PADUS,SHAW,,,6,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1260,1,441,1905,73,1159,PADUS1290,,,,2011,,,-122.91936049,48.58159361,WA,,PADUS,SHAW,,,24,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1261,1,441,1907,73,1159,PADUS1292,,,,2011,,,-122.91503489,48.57927352,WA,,PADUS,SHAW,,,14,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1262,1,441,1919,73,1159,PADUS1304,,,,2011,,,-122.88213167,48.59234644,WA,,PADUS,ORCAS,,,1,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1263,1,441,1921,73,1159,PADUS1306,,,,2011,,,-122.91441297,48.58195009,WA,,PADUS,SHAW,,,35,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1264,1,441,1927,73,1159,PADUS1312,,,,2011,,,-122.91445249,48.57425359,WA,,PADUS,SHAW,,,30,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1265,1,441,1931,73,1159,PADUS1316,,,,2011,,,-122.91707531,48.58239268,WA,,PADUS,SHAW,,,12,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1266,1,441,1936,73,1159,PADUS1321,,,,2011,,,-122.89605671,48.62165064,WA,,PADUS,ORCAS,,,7,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1267,1,441,1938,73,1159,PADUS1323,,,,2011,,,-122.88729672,48.61420832,WA,,PADUS,ORCAS,,,40,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1268,1,441,1950,73,1159,PADUS1335,,,,2011,,,-122.87792349,48.62251793,WA,,PADUS,ORCAS,,,8,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1269,1,441,1951,73,1159,PADUS1336,,,,2011,,,-122.87829268,48.62510912,WA,,PADUS,ORCAS,,,12,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1270,1,441,1953,73,1159,PADUS1338,,,,2011,,,-122.9219244,48.58208455,WA,,PADUS,SHAW,,,16,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1271,1,441,1962,73,1159,PADUS1347,,,,2011,,,-122.89876364,48.6213849,WA,,PADUS,ORCAS,,,32,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1272,1,441,1963,73,1159,PADUS1348,,,,2011,,,-122.88249312,48.62533306,WA,,PADUS,ORCAS,,,1,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1273,1,441,1965,73,1159,PADUS1350,,,,2011,,,-122.90376016,48.62515947,WA,,PADUS,ORCAS,,,42,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1274,1,441,1967,73,1159,PADUS1352,,,,2011,,,-122.89875226,48.61782872,WA,,PADUS,ORCAS,,,32,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1275,1,441,1971,73,1159,PADUS1356,,,,2011,,,-122.88603217,48.62513346,WA,,PADUS,ORCAS,,,60,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1276,1,441,1973,73,1159,PADUS1358,,,,2011,,,-122.87215758,48.59966349,WA,,PADUS,ORCAS,,,7,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1277,1,441,1974,73,1159,PADUS1359,,,,2011,,,-122.89638328,48.62506441,WA,,PADUS,ORCAS,,,13,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1278,1,441,1977,73,1159,PADUS1362,,,,2011,,,-122.88194078,48.62141511,WA,,PADUS,ORCAS,,,39,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1279,1,441,1980,73,1159,PADUS1365,,,,2011,,,-122.90379226,48.62200539,WA,,PADUS,ORCAS,,,1,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1280,1,441,1981,73,1159,PADUS1366,,,,2011,,,-122.89599182,48.61400113,WA,,PADUS,ORCAS,,,7,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1281,1,441,1984,73,1159,PADUS1369,,,,2011,,,-122.91208241,48.61453632,WA,,PADUS,ORCAS,,,10,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1282,1,441,1985,73,1159,PADUS1370,,,,2011,,,-122.89277531,48.62145521,WA,,PADUS,ORCAS,,,40,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1283,1,441,1987,73,1159,PADUS1372,,,,2011,,,-122.8834084,48.6036584,WA,,PADUS,ORCAS,,,44,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1284,1,441,1988,73,1159,PADUS1373,,,,2011,,,-122.91853571,48.61019432,WA,,PADUS,ORCAS,,,4,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1285,1,441,1990,73,1159,PADUS1375,,,,2011,,,-122.88182087,48.61783058,WA,,PADUS,ORCAS,,,41,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1286,1,441,1993,73,1159,PADUS1378,,,,2011,,,-122.91532436,48.61914355,WA,,PADUS,ORCAS,,,10,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1287,1,441,2024,73,1159,PADUS1409,,,,2011,,,-122.89277738,48.61422509,WA,,PADUS,ORCAS,,,40,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1288,1,441,2042,73,1159,PADUS1427,,,,2011,,,-122.91334826,48.57088724,WA,,PADUS,SHAW,,,15,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1289,1,441,2091,73,1159,PADUS1476,,,,2011,,,-122.92045511,48.57546074,WA,,PADUS,SHAW,,,20,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,,GIS DU_new_easements_for_CoMapv7,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1290,1,441,2376,73,1159,PADUS1761,,,,2011,,,-122.90540597,48.62204147,WA,,PADUS,ORCAS,,,40,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515077611225934,0.274715990296299
1291,1,441,7194,73,1159,RAPP4743,,,,2021,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Conservation,Pollinator Habitat,Pollinator habitat acquired,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1292,1,441,7199,73,1159,RAPP4804,,,,2021,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Conservation,Pollinator Habitat,Monarch habitat acquired,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1293,1,441,7200,73,1159,RAPP4806,,,,2022,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Conservation,Pollinator Habitat,Pollinator habitat acquired,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1294,1,441,7201,73,1159,RAPP4811,,,,2022,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Conservation,Pollinator Habitat,Monarch habitat acquired,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1295,1,441,7450,73,1159,RAPP4744,,,,2021,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Enhancement,Pollinator Habitat,Pollinator/monarch  gardens,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1296,1,441,7451,73,1159,RAPP4745,,,,2021,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Enhancement,Pollinator Habitat,Pollinator habitat enhanced,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1297,1,441,7458,73,1159,RAPP4803,,,,2021,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Enhancement,Pollinator Habitat,Monarch habitat enhanced,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1298,1,441,7459,73,1159,RAPP4807,,,,2022,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Enhancement,Pollinator Habitat,Pollinator/monarch  gardens,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1299,1,441,7460,73,1159,RAPP4808,,,,2022,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Enhancement,Pollinator Habitat,Pollinator habitat enhanced,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1300,1,441,7461,73,1159,RAPP4810,,,,2022,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Enhancement,Pollinator Habitat,Monarch habitat enhanced,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1301,1,441,7664,73,1159,RAPP4742,,,,2021,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Restoration,Pollinator Habitat,Pollinator habitat restored,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1302,1,441,7665,73,1159,RAPP4746,,,,2021,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Restoration,Pollinator Habitat,Monarch habitat restored,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1303,1,441,7670,73,1159,RAPP4805,,,,2022,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Restoration,Pollinator Habitat,Pollinator habitat restored,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1304,1,441,7671,73,1159,RAPP4809,,,,2022,,,-122.90103471,48.61601008,WA,,RAPP,San Juan Islands National Wildlife Refuge,San Juan Islands National Wildlife Refuge,,,Restoration,Pollinator Habitat,Monarch habitat restored,,,,,,,,,,,,,0.00515077611225934,0.274715990296299
1305,1,442,8383,1,,LTDL148,20530,,50835,2014,,,-123.495138479,42.6082925750001,OR,Josephine,LTDL,,,,,Restoration,Seeding,Ground Seeding,Ground Seeding,Objectives of the S5/R/5 are to identify and treat populations of\r\nnoxious weeds to prevent their establishment and/or spread within the area burned by the Brimstone Fire.,Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00463400076523612,0.258098255868158
1306,1,443,2732,1,46,PADUS2117,,,,2020,,,-121.94968916,39.83792678,CA,,PADUS,"Wetlands Reserve Program (WRP), Butte, California",,,46,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00444643949867896,0.251829257937309
1307,1,444,6380,1,4800,FS2122,,,,2021,2021,,-109.645868426,40.6746986547,UT,Wasatch,FS,0401NoxiousUMM21,,ASHLEY NATIONAL FOREST,4800,Restoration,Meadow,Meadow Restoration,,0401NoxiousUMM21,,Forest Service,Forest Service,,,,,,,lat/long is centroid of county,0.00450123903692656,0.253743672178542
1308,1,445,1557,1,701,PADUS942,,,,2020,,,-111.45724748,42.76966496,ID,,PADUS,"Wetlands Reserve Program (WRP), Caribou, Idaho",,,701,Conservation,Easement,GAP Status- 2,,,PVT,Admin State ID,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00464831951148881,0.258662829538271
1309,1,446,8481,1,40,ORWRI573,18764,Burroughs Juniper Removal,,2015,2015,,-121.49496548,42.37080163,OR,Klamath,ORWRI,Middle Buck Creek,,,40,Maintenance,Upland,Upland vegetation management,,"Upland treated for juniper by clearing, burning, thinning, or removal",,Klamath SWCD,,Klamath SWCD,,,,,,lat/long is centroid of county,0.00461520760336498,0.257489674566685
1310,1,447,501,1,0.5,XS43,,,,2020,2020,,-121.8401006,37.75688292,CA,Contra Costa,XS,,,,0.5,Enhancement,,Planting,,"Xerces habitat kit, agriculture",,Xerces Society,,,,Pollinator,,,,,0.00432042370994168,0.24754876951869
1311,1,448,3921,1,4125,LTDL105,19819,,49084,2016,,,-115.478542143,42.8974026430001,ID,Owyhee,LTDL,,,,4125,Maintenance,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,"Objective: Scotch thistle, Canada thistle, diffuse knapweed, and rush skeletonweed are noxious weeds that have potential for\r\nintroduction and spread in the burned area. It is expected that these weeds could expand their range as a result of the fire.\r",Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00465725911453774,0.258931231146337
1312,1,449,3043,1,309,PADUS2428,,,,2017,,,-121.29186563,38.38942913,CA,,PADUS,Cosumnes River Macrosite Easement,,,309,Conservation,Easement,GAP Status- 2,,,PVT,The Nature Conservancy,,,,,,,,lat/long is centroid of county,0.00435684278045301,0.24879242976826
1313,1,450,1530,4,87,PADUS915,,,,2020,,,-122.6164077,48.80173405,WA,,PADUS,"Wetlands Reserve Program (WRP), Whatcom, Washington",,,21,Conservation,Easement,GAP Status- 2,,,PVT,Admin State WA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00516932320033447,0.275296003563058
1314,1,450,1531,4,87,PADUS916,,,,2020,,,-122.61301022,48.79974643,WA,,PADUS,"Wetlands Reserve Program (WRP), Whatcom, Washington",,,22,Conservation,Easement,GAP Status- 2,,,PVT,Admin State WA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00516932320033447,0.275296003563058
1315,1,450,1532,4,87,PADUS917,,,,2020,,,-122.61035548,48.79896317,WA,,PADUS,"Wetlands Reserve Program (WRP), Whatcom, Washington",,,21,Conservation,Easement,GAP Status- 2,,,PVT,Admin State WA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00516932320033447,0.275296003563058
1316,1,450,1533,4,87,PADUS918,,,,2020,,,-122.60251824,48.79839784,WA,,PADUS,"Wetlands Reserve Program (WRP), Whatcom, Washington",,,23,Conservation,Easement,GAP Status- 2,,,PVT,Admin State WA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00516932320033447,0.275296003563058
1317,1,451,1846,2,23,PADUS1231,,,,2011,,,-122.76915144,48.65319937,WA,,PADUS,ORCAS,,,7,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515386325514555,0.274814312905083
1318,1,451,1851,2,23,PADUS1236,,,,2015,,,-122.76550491,48.65340198,WA,,PADUS,Data not available,,,16,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00515386325514555,0.274814312905083
1319,1,452,3330,2,33.5,FS1043,,,,,2017,6/1/2017,-124.0213979,42.73231782,OR,Coos,FS,ELETE-Rx Fire WIT training,,ROGUE RIVER-SISKIYOU NATIONAL FORESTS,6.7,Maintenance,Fuels,Prescribed Fire,R060101 MahoganyPlanting 60ac,Partnerships with monetary contributions,,,,,,Pollinator,,ELETE-Rx Fire WIT training HAB AZ,,Lat/long is centroid of polygon,0.00464472193971233,0.258449349117529
1320,1,452,3331,2,33.5,FS1044,,,,,2017,6/1/2017,-124.0213979,42.73231782,OR,Coos,FS,ELETE-Rx Fire WIT training,,ROGUE RIVER-SISKIYOU NATIONAL FORESTS,26.8,Maintenance,Fuels,Prescribed Fire,ELETE-Rx Fire WIT training,Wildlife and Fisheries Habitat Mgt,,,,,,Pollinator,,ELETE-Rx Fire WIT training HAB AZ,,Lat/long is centroid of polygon,0.00464472193971233,0.258449349117529
1321,1,453,3894,1,,LTDL24,4851,,13480,2014,,,-117.374762547,42.6391918470001,OR,Malheur,LTDL,,,,,Maintenance,Herbicide/Weeds/Chemical,Weeds,Noxious Weeds,"Noxious weed infestations offer unstable and poor quality habitat for sagebrush steppe obligate plant and wildlife species. Highly competitive, noxious and invasive species quickly take advantage of the absence of competition from perennial plants removed",Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00463504948811533,0.25817978822879
1322,1,454,8570,2,1615,ORWRI663,19754,McKay Creek Upland Restoration II,,2017,2017,,-120.7979511,44.4100293,OR,Crook,ORWRI,Lower McKay Creek,,,50,Maintenance,Upland,Upland vegetation management,,"Upland treated for juniper by clearing, burning, thinning, or removal",,Farm Service Agency,,Farm Service Agency,,,,,,lat/long is centroid of county,0.0047716232302264,0.262650479702561
1323,1,454,8726,2,1615,ORWRI824,20758,"Wheeler, Jefferson, Crook County Noxious Weeds Phase II",,2019,2020,,-120.81140223,44.39467116,OR,Crook,ORWRI,Lower McKay Creek,,,1565,Maintenance,Upland,Upland invasive plant control,Treatment of Noxious Weeds with Herbicides,Upland treated for non-native or noxious plant species,,Jefferson SWCD,,Jefferson SWCD,,,,,,lat/long is centroid of county,0.0047716232302264,0.262650479702561
1324,1,455,2264,3,766,PADUS1649,,,,2012,,,-111.34409968,42.94044945,ID,,PADUS,Track A Wood-vinus Ranch,,,634,Conservation,Easement,GAP Status- 2,,,PVT,Idaho Foundation for Parks and Lands,,,,,,,21,lat/long is centroid of county,0.00465878279874232,0.259011312220144
1325,1,455,2299,3,766,PADUS1684,,,,2012,,,-111.33511094,42.96242012,ID,,PADUS,Track B Nansen Ranch,,,0,Conservation,Easement,GAP Status- 2,,,PVT,Idaho Foundation for Parks and Lands,,,,,,,21,lat/long is centroid of county,0.00465878279874232,0.259011312220144
1326,1,455,2363,3,766,PADUS1748,,,,2012,,,-111.38218198,42.94217857,ID,,PADUS,Track C Huff Gravel Creek,,,132,Conservation,Easement,GAP Status- 2,,,PVT,Idaho Foundation for Parks and Lands,,,,,,,21,lat/long is centroid of county,0.00465878279874232,0.259011312220144
1327,1,456,3532,3,100,FS1249,,,,,2016,9/20/2016,-118.9640394,44.67927545,OR,Grant,FS,060401_CTY18UnderBurn01_2016,,MALHEUR NATIONAL FOREST,2.8369,Maintenance,Fuels,Prescribed Fire,061201 2019 OSB HandMeadow 26,Vegetation and Watershed Mgt,,,,,,Pollinator,,060401_CTY18UnderBurn01_2016_WL_AZ,,Lat/long is centroid of polygon,0.00479650320085057,0.263480398747202
1328,1,456,3533,3,100,FS1250,,,,,2016,9/20/2016,-118.9640394,44.67927545,OR,Grant,FS,060401_CTY18UnderBurn01_2016,,MALHEUR NATIONAL FOREST,2.8369,Maintenance,Fuels,Prescribed Fire,061201 2019 OSB HandMeadow 25,Wildlife and Fisheries Habitat Mgt,,,,,,Pollinator,,060401_CTY18UnderBurn01_2016_WL_AZ,,Lat/long is centroid of polygon,0.00479650320085057,0.263480398747202
1329,1,456,3534,3,100,FS1251,,,,,2016,9/20/2016,-118.9640394,44.67927545,OR,Grant,FS,060401_CTY18UnderBurn01_2016,,MALHEUR NATIONAL FOREST,94.3262,Maintenance,Fuels,Prescribed Fire,Woodruff_Milkweed_Planting,OBSOLETE-Hazardous Fuel Reduction,,,,,,Pollinator,,060401_CTY18UnderBurn01_2016_WL_AZ,,Lat/long is centroid of polygon,0.00479650320085057,0.263480398747202
1330,1,457,7797,3,296,ORWRI241,20003,Juntura Riparian Restoration and Pump back Irrigation System,,2017,2018,,-118.06272819,43.74724851,OR,Malheur,ORWRI,Cedar Creek-Malheur River,,,,Enhancement,Riparian,Riparian tree planting,Plant 255 trees,"Riparian trees planted: conifer and hardwood; Irrigation system improved: converted from dirt ditch to pipeline delivery",,Malheur Watershed Council,,Malheur Watershed Council,,,,,,lat/long is centroid of county,0.00471868730346614,0.260939968172154
